Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2016,1,1,1,17,4,1,1,1,2,"1,360.75","6,221.09","2,13,708.95",2
2016,1,1,1,17,4,1,2,1,1,797.388,"1,594.78","39,869.40",1
2016,1,1,1,17,4,1,2,1,2,839.355,"5,875.49","2,51,806.50",1
2016,1,1,1,17,4,1,2,2,2,"1,306.84","5,227.34","46,036.27",2
2016,1,1,1,17,4,1,2,2,3,616.717,"9,867.47",0,1
2016,1,1,1,17,4,1,3,1,1,"4,961.38","10,083.67","2,52,639.52",4
2016,1,1,1,17,4,1,3,1,2,"2,886.97","15,212.90","4,76,244.23",2
2016,1,1,1,17,4,1,3,1,3,"1,055.45","26,386.15","5,27,723.00",1
2016,1,1,1,17,4,1,3,2,1,"1,782.09","5,346.26","1,54,854.85",3
2016,1,1,1,17,4,1,3,2,2,"2,108.90","21,088.97","14,76,227.90",1
2016,1,1,1,17,4,1,3,2,3,"1,617.74","33,972.60","4,85,322.90",1
2016,1,1,1,17,4,1,4,1,1,"2,758.07","8,274.22","15,69,709.10",2
2016,1,1,1,17,4,1,4,1,2,797.388,"3,189.55","23,921.64",1
2016,1,1,1,17,4,1,4,2,2,582.685,"5,826.85","46,614.80",1
2016,1,1,1,17,4,1,4,2,3,"2,108.90","29,524.56","21,08,897.00",1
2016,1,1,1,17,4,1,5,1,1,582.685,"1,748.06","76,331.74",1
2016,1,1,1,17,4,1,5,1,2,"2,041.65","17,674.08","8,26,470.35",3
2016,1,1,1,17,4,1,5,2,1,616.717,"1,850.15","1,23,343.40",1
2016,1,1,1,17,4,1,7,2,1,920.723,"1,841.45","92,072.30",1
2016,1,1,1,17,4,1,7,2,2,582.685,"2,330.74","1,74,805.50",1
2016,1,1,1,17,4,1,7,2,3,839.355,"21,823.23","2,09,838.75",1
2016,1,1,1,17,4,2,3,1,2,582.685,"2,330.74","1,04,883.30",1
2016,1,1,1,17,5,1,3,2,0,582.685,0,"11,653.70",1
2016,1,1,1,18,1,1,3,2,2,778.069,"4,668.41","3,76,585.40",1
2016,1,1,1,18,1,1,4,1,2,839.355,"5,875.49","4,82,629.13",1
2016,1,1,1,18,1,1,6,2,1,797.388,"1,594.78","2,19,281.70",1
2016,1,1,1,18,1,2,3,2,1,"1,912.10","5,736.31","6,78,796.21",1
2016,1,1,1,18,4,1,1,2,2,778.069,"6,224.55","58,355.18",1
2016,1,1,1,18,4,1,2,2,2,"1,089.29","10,892.91","34,857.31",1
2016,1,1,1,18,4,1,2,2,3,"1,199.83","28,795.85","4,85,929.94",1
2016,1,1,1,18,4,1,3,2,2,"1,636.74","9,778.49","4,78,432.80",2
2016,1,1,1,18,4,1,3,2,3,"3,824.20","65,011.47","7,64,840.80",2
2016,1,1,1,19,1,1,2,2,1,"1,563.82","3,127.63","5,83,303.74",1
2016,1,1,1,19,1,1,3,1,1,299.634,898.902,0,1
2016,1,1,1,19,1,1,3,2,1,"1,687.12","5,061.35","8,38,497.15",1
2016,1,1,1,19,1,1,3,2,2,599.268,"4,494.51","54,233.75",2
2016,1,1,1,19,1,1,3,2,3,837.759,"11,728.63","5,06,844.20",1
2016,1,1,1,19,1,1,4,1,1,"2,524.88","5,887.51","6,30,929.03",2
2016,1,1,1,19,1,1,4,1,2,"1,529.68","15,296.82","16,58,175.29",1
2016,1,1,1,19,1,1,4,2,2,299.634,"1,498.17","58,428.63",1
2016,1,1,1,19,1,1,5,2,2,949.901,"6,649.31","12,34,871.30",1
2016,1,1,1,19,1,1,7,1,1,837.759,"2,513.28","4,16,366.22",1
2016,1,1,1,19,1,1,7,2,2,837.759,"4,188.80","8,37,759.00",1
2016,1,1,1,19,1,2,1,1,2,"1,054.09","7,378.62","16,67,567.22",2
2016,1,1,1,19,1,2,2,1,2,527.044,"3,689.31","5,58,666.64",1
2016,1,1,1,19,1,2,2,2,2,530.788,"3,184.73","4,50,639.01",1
2016,1,1,1,19,1,2,3,1,2,"3,317.34","20,708.12","36,85,415.78",3
2016,1,1,1,19,1,2,3,2,2,"1,863.45","7,453.80","23,59,058.14",2
2016,1,1,1,19,1,2,4,1,2,"2,003.99","14,554.97","16,54,215.72",3
2016,1,1,1,19,1,2,4,2,2,527.044,"3,689.31","3,42,051.56",1
2016,1,1,1,19,1,2,5,2,2,"1,563.82","6,255.27","14,48,094.54",1
2016,1,1,1,19,1,2,5,2,3,"2,214.16","43,335.12","25,19,981.32",2
2016,1,1,1,19,2,1,2,1,2,"1,055.45","4,221.78","84,435.68",1
2016,1,1,1,19,2,1,3,1,1,"1,055.45","2,110.89","1,05,544.60",1
2016,1,1,1,19,2,1,3,2,1,"1,137.39","2,574.42","7,56,016.73",2
2016,1,1,1,19,2,1,4,1,0,837.759,0,"98,017.80",1
2016,1,1,1,19,2,1,4,1,1,"1,675.52","1,675.52","3,44,318.95",2
2016,1,1,1,19,2,1,4,2,1,530.788,"1,592.36",0,1
2016,1,1,1,19,2,1,4,2,2,837.759,"3,351.04","4,41,498.99",1
2016,1,1,1,19,3,1,3,1,3,"1,055.45","14,776.24","6,33,267.60",1
2016,1,1,1,19,4,1,2,1,2,"2,108.90","12,653.38","7,61,311.82",1
2016,1,1,1,19,4,1,2,2,2,299.634,"2,097.44","58,428.63",1
2016,1,1,1,19,4,1,2,2,3,"1,617.74","22,648.40","5,84,005.22",1
2016,1,1,1,19,4,1,3,1,2,"1,055.45","6,332.68","6,75,485.44",1
2016,1,1,1,19,4,1,3,1,3,837.759,"15,079.66",0,1
2016,1,1,1,19,4,1,3,2,2,"2,108.90","25,306.76","10,67,101.88",1
2016,1,1,1,19,4,1,3,2,4,920.723,"29,463.14",0,1
2016,1,1,1,19,4,1,4,2,4,722.856,"41,202.79","3,61,428.00",1
2016,1,1,1,19,4,1,6,2,2,837.759,"4,188.80","6,24,968.21",1
2016,1,1,1,19,5,1,7,1,2,"1,055.45","7,388.12","8,28,525.11",1
2016,1,1,1,20,1,1,1,1,1,466.195,"1,398.59","75,989.79",1
2016,1,1,1,20,1,1,1,1,2,"9,883.77","66,375.01","47,07,069.76",14
2016,1,1,1,20,1,1,1,2,1,981.228,"2,943.68","4,62,158.39",1
2016,1,1,1,20,1,1,1,2,2,"9,090.37","61,034.76","53,09,803.29",12
2016,1,1,1,20,1,1,2,1,1,"2,664.74","6,534.75","10,49,284.00",4
2016,1,1,1,20,1,1,2,1,2,"18,154.27","1,01,927.57","1,09,30,543.83",21
2016,1,1,1,20,1,1,2,1,3,"2,590.46","41,459.90","43,37,000.50",2
2016,1,1,1,20,1,1,2,2,1,"7,901.69","20,368.65","37,28,254.24",9
2016,1,1,1,20,1,1,2,2,2,"17,023.50","1,06,521.23","74,00,273.17",20
2016,1,1,1,20,1,1,3,1,1,"7,238.34","18,335.19","19,84,133.13",8
2016,1,1,1,20,1,1,3,1,2,"36,442.98","2,29,370.61","2,31,67,870.31",37
2016,1,1,1,20,1,1,3,2,1,"5,761.72","14,142.22","22,24,089.36",8
2016,1,1,1,20,1,1,3,2,2,"30,361.19","1,96,890.43","2,02,34,284.76",36
2016,1,1,1,20,1,1,3,2,3,527.044,"7,905.66","7,02,549.65",1
2016,1,1,1,20,1,1,4,1,1,"5,915.29","14,545.40","18,77,897.71",8
2016,1,1,1,20,1,1,4,1,2,"27,803.77","1,75,965.86","2,01,37,766.95",32
2016,1,1,1,20,1,1,4,1,3,299.634,"4,194.88","2,52,591.46",1
2016,1,1,1,20,1,1,4,2,1,"3,893.20","10,409.17","7,68,641.15",6
2016,1,1,1,20,1,1,4,2,2,"40,830.57","2,46,314.68","2,60,90,944.98",45
2016,1,1,1,20,1,1,4,2,3,527.044,"7,378.62","2,21,885.52",1
2016,1,1,1,20,1,1,5,1,1,"8,554.01","23,334.95","29,97,073.74",10
2016,1,1,1,20,1,1,5,1,2,"39,719.54","2,62,161.14","2,45,48,022.37",45
2016,1,1,1,20,1,1,5,1,3,"2,188.49","40,475.72","11,84,999.14",2
2016,1,1,1,20,1,1,5,1,4,"1,402.94","62,961.51","9,42,067.24",2
2016,1,1,1,20,1,1,5,2,1,"4,575.55","10,997.37","17,20,444.29",7
2016,1,1,1,20,1,1,5,2,2,"26,909.53","1,74,111.63","1,42,73,253.46",37
2016,1,1,1,20,1,1,5,2,3,"1,608.71","22,521.88","10,64,288.54",2
2016,1,1,1,20,1,1,6,1,1,"2,445.62","7,336.86","7,09,053.43",4
2016,1,1,1,20,1,1,6,1,2,"17,881.72","1,12,060.72","83,56,732.76",23
2016,1,1,1,20,1,1,6,1,3,"1,199.83","21,596.89","87,587.37",1
2016,1,1,1,20,1,1,6,2,1,"1,630.40","4,891.21","6,20,449.00",2
2016,1,1,1,20,1,1,6,2,2,"16,143.35","1,10,779.50","69,53,575.66",19
2016,1,1,1,20,1,1,6,2,3,"1,456.39","20,389.47","18,73,042.04",2
2016,1,1,1,20,1,1,7,1,1,"3,475.92","10,427.76","22,17,046.32",2
2016,1,1,1,20,1,1,7,1,2,"2,611.08","18,326.09","17,87,520.66",4
2016,1,1,1,20,1,1,7,1,3,"1,700.52","34,545.51","10,19,125.23",2
2016,1,1,1,20,1,1,7,1,4,919.013,"32,165.46","11,02,815.60",1
2016,1,1,1,20,1,1,7,2,1,"1,807.43","4,773.12","6,81,874.36",3
2016,1,1,1,20,1,1,7,2,2,"5,673.44","35,494.23","32,92,747.88",7
2016,1,1,1,20,1,1,7,2,3,"2,534.69","48,070.43","23,85,178.35",2
2016,1,1,1,20,1,1,7,2,4,"1,687.12","47,239.28","8,16,564.63",1
2016,1,1,1,20,1,1,9,9,2,"1,089.29","7,625.04","7,37,450.01",1
2016,1,1,1,20,1,2,1,1,1,"2,340.43","6,401.19","5,43,463.56",4
2016,1,1,1,20,1,2,1,1,2,"9,764.81","68,353.66","77,62,947.08",13
2016,1,1,1,20,1,2,1,1,3,527.044,"7,378.62","2,96,725.77",1
2016,1,1,1,20,1,2,1,2,1,"3,516.63","10,549.88","13,95,831.24",5
2016,1,1,1,20,1,2,1,2,2,"5,854.27","36,371.70","42,18,407.42",8
2016,1,1,1,20,1,2,2,1,1,"5,296.07","12,246.16","10,84,937.75",6
2016,1,1,1,20,1,2,2,1,2,"14,073.89","98,233.26","1,13,68,782.10",16
2016,1,1,1,20,1,2,2,2,1,"1,820.08","4,222.85","4,04,078.77",2
2016,1,1,1,20,1,2,2,2,2,"3,936.52","26,896.81","39,33,809.15",5
2016,1,1,1,20,1,2,3,1,1,"3,440.35","9,738.36","20,15,051.51",3
2016,1,1,1,20,1,2,3,1,2,"22,166.80","1,51,668.74","1,70,72,182.25",21
2016,1,1,1,20,1,2,3,2,1,"1,984.27","5,952.82","7,07,309.99",3
2016,1,1,1,20,1,2,3,2,2,"12,397.66","75,925.18","76,39,009.79",14
2016,1,1,1,20,1,2,4,1,1,466.195,"1,398.59","41,025.16",1
2016,1,1,1,20,1,2,4,1,2,"21,808.43","1,53,994.84","1,76,10,001.48",22
2016,1,1,1,20,1,2,4,1,3,"2,108.90","33,742.35","16,76,573.12",1
2016,1,1,1,20,1,2,4,2,1,790.369,"2,371.11","2,24,464.80",1
2016,1,1,1,20,1,2,4,2,2,"11,032.05","88,296.58","73,10,520.44",13
2016,1,1,1,20,1,2,5,1,1,"1,941.29","3,882.58","8,32,812.98",1
2016,1,1,1,20,1,2,5,1,2,"22,284.87","1,47,275.42","1,74,95,318.28",23
2016,1,1,1,20,1,2,5,2,1,"2,532.21","5,684.53","15,11,579.41",2
2016,1,1,1,20,1,2,5,2,2,"12,399.39","91,090.63","1,02,65,589.59",15
2016,1,1,1,20,1,2,6,1,2,"12,877.68","83,561.01","87,88,776.63",15
2016,1,1,1,20,1,2,6,2,2,"10,488.36","72,120.18","94,72,736.87",10
2016,1,1,1,20,1,2,7,1,2,"9,021.27","60,296.37","62,14,802.09",8
2016,1,1,1,20,1,2,7,2,1,"1,031.17","3,093.50","82,493.36",1
2016,1,1,1,20,1,2,7,2,2,"2,569.90","13,129.28","22,61,234.88",3
2016,1,1,1,20,2,1,2,1,5,981.228,"1,26,578.41","19,09,469.69",1
2016,1,1,1,20,2,1,2,2,4,647.841,"32,392.05","5,04,020.30",1
2016,1,1,1,20,2,1,3,1,0,"2,283.51",0,"1,47,002.29",2
2016,1,1,1,20,2,1,3,1,1,"4,494.97","9,623.13","14,37,151.85",5
2016,1,1,1,20,2,1,3,1,2,"1,514.45","7,572.27","12,22,993.41",2
2016,1,1,1,20,2,1,3,2,1,"5,190.90","10,900.45","9,40,323.92",5
2016,1,1,1,20,2,1,3,2,2,"1,127.66","4,510.62","60,893.37",1
2016,1,1,1,20,2,1,4,1,0,"1,115.37",0,"97,551.15",2
2016,1,1,1,20,2,1,4,1,1,"18,966.94","36,092.40","1,02,11,315.94",24
2016,1,1,1,20,2,1,4,1,2,"2,614.94","12,235.36","33,28,106.00",3
2016,1,1,1,20,2,1,4,1,3,"1,271.76","26,707.02","1,87,565.08",2
2016,1,1,1,20,2,1,4,2,0,"2,596.70",0,"2,36,948.88",4
2016,1,1,1,20,2,1,4,2,1,"4,913.55","7,689.08","14,09,513.18",6
2016,1,1,1,20,2,1,4,2,2,"3,416.54","21,048.79","21,60,173.71",4
2016,1,1,1,20,2,1,5,1,0,582.685,0,"87,402.75",1
2016,1,1,1,20,2,1,5,1,1,"8,794.85","15,150.90","20,37,136.10",12
2016,1,1,1,20,2,1,5,1,2,"4,453.11","21,029.03","24,25,341.68",6
2016,1,1,1,20,2,1,5,1,3,919.013,"20,218.29","3,67,605.20",1
2016,1,1,1,20,2,1,5,1,4,"1,912.10","57,363.06","9,560.51",1
2016,1,1,1,20,2,1,5,2,0,649.175,0,"81,146.88",1
2016,1,1,1,20,2,1,5,2,1,"7,553.63","14,655.08","25,53,774.08",10
2016,1,1,1,20,2,1,5,2,2,"1,155.78","6,483.44","40,710.77",2
2016,1,1,1,20,2,1,6,1,0,"2,374.54",0,"42,196.38",3
2016,1,1,1,20,2,1,6,1,1,"2,542.38","6,328.79","8,06,505.33",3
2016,1,1,1,20,2,1,6,1,2,"2,963.46","16,546.27","19,73,916.48",4
2016,1,1,1,20,2,1,6,1,3,"1,912.10","26,769.43","2,98,287.91",1
2016,1,1,1,20,2,1,6,2,1,"2,103.65","3,337.09","3,00,941.15",3
2016,1,1,1,20,2,1,6,2,2,647.841,"2,591.36","8,42,193.30",1
2016,1,1,1,20,2,1,7,1,1,"1,127.66","2,255.31","5,63,827.50",1
2016,1,1,1,20,2,2,3,1,2,"1,242.70","6,838.55","8,51,041.33",2
2016,1,1,1,20,2,2,5,1,2,620.109,"2,480.44","2,16,418.04",1
2016,1,1,1,20,2,2,6,1,1,"1,984.35","4,092.72","7,11,389.94",3
2016,1,1,1,20,2,2,6,1,3,620.109,"8,681.53","4,70,662.73",1
2016,1,1,1,20,3,1,3,2,2,583.058,"4,081.41","5,83,058.00",1
2016,1,1,1,20,3,1,3,2,4,"1,912.10","57,363.06","22,94,522.40",1
2016,1,1,1,20,4,1,1,2,1,466.195,932.39,"5,128.15",1
2016,1,1,1,20,4,1,2,1,1,"2,920.55","6,457.82","2,08,798.31",3
2016,1,1,1,20,4,1,2,1,2,"1,360.75","8,942.59","1,04,883.30",2
2016,1,1,1,20,4,1,2,1,3,"1,818.99","46,168.97","1,67,551.80",2
2016,1,1,1,20,4,1,2,1,4,761.711,"24,374.75","28,945.02",1
2016,1,1,1,20,4,1,2,2,1,"3,235.49","9,706.46","3,89,876.06",2
2016,1,1,1,20,4,1,2,2,2,"1,244.26","9,799.79","6,48,960.42",2
2016,1,1,1,20,4,1,2,2,3,"2,276.55","43,195.87","4,66,509.29",2
2016,1,1,1,20,4,1,3,1,1,"2,180.63","4,759.80","2,57,917.30",3
2016,1,1,1,20,4,1,3,1,2,"8,187.64","50,553.34","20,82,863.56",8
2016,1,1,1,20,4,1,3,1,3,"1,832.68","29,861.28","3,19,162.94",3
2016,1,1,1,20,4,1,3,2,1,"7,983.85","18,693.31","3,77,633.41",7
2016,1,1,1,20,4,1,3,2,2,"11,036.95","54,793.93","8,90,145.17",12
2016,1,1,1,20,4,1,3,2,3,744.132,"11,906.11","74,413.20",1
2016,1,1,1,20,4,1,4,1,1,"3,693.27","9,095.95","4,84,587.20",3
2016,1,1,1,20,4,1,4,1,2,"9,507.00","56,148.02","21,99,125.09",6
2016,1,1,1,20,4,1,4,2,1,"5,086.32","14,021.56","9,53,786.17",5
2016,1,1,1,20,4,1,4,2,2,"1,446.56","11,720.72","9,88,583.80",2
2016,1,1,1,20,4,1,4,2,3,"2,690.17","39,218.53","16,10,795.55",2
2016,1,1,1,20,4,1,5,1,1,"3,634.52","9,264.91","9,09,161.44",3
2016,1,1,1,20,4,1,5,1,2,"4,372.96","30,697.44","8,41,400.48",5
2016,1,1,1,20,4,1,5,2,1,"3,494.04","8,486.23","5,40,957.00",4
2016,1,1,1,20,4,1,5,2,2,"4,129.62","26,441.00","6,01,149.81",6
2016,1,1,1,20,4,1,5,2,3,"4,344.95","73,966.34","19,73,212.20",3
2016,1,1,1,20,4,1,6,1,2,658.805,"2,635.22","1,31,761.00",1
2016,1,1,1,20,4,1,6,1,3,"1,577.82","31,279.58","69,667.63",2
2016,1,1,1,20,4,1,6,2,2,"10,502.80","71,458.42","39,00,493.56",10
2016,1,1,1,20,4,1,7,1,2,919.013,"3,676.05","68,925.98",1
2016,1,1,1,20,4,1,7,2,1,466.195,932.39,"9,323.90",1
2016,1,1,1,20,4,1,7,2,2,"4,451.50","31,623.50","4,68,166.33",4
2016,1,1,1,20,4,1,7,2,3,839.355,"15,947.75","1,67,871.00",1
2016,1,1,1,20,4,2,6,2,1,649.175,"1,298.35","68,812.55",1
2016,1,1,1,20,5,1,2,2,1,744.132,"1,488.26","3,16,256.10",1
2016,1,1,1,20,5,1,3,2,2,535.668,"2,142.67","62,673.16",1
2016,1,1,1,20,5,1,4,1,1,"1,742.43","4,107.44","14,81,524.71",2
2016,1,1,1,20,5,1,4,1,2,"1,165.37","5,244.17","30,32,292.74",2
2016,1,1,1,20,5,1,5,1,1,"1,043.77","1,343.40","2,17,523.11",2
2016,1,1,1,20,5,1,5,1,2,839.355,"5,875.49","3,63,440.72",1
2016,1,1,1,20,5,1,5,2,1,"1,089.29","2,178.58","2,20,036.78",1
2016,1,1,1,20,5,1,5,2,2,649.175,"5,842.58","3,24,587.50",1
2016,1,1,1,20,5,1,6,2,0,649.175,0,0,1
2016,1,1,1,20,5,1,7,2,3,582.685,"12,236.39","1,81,215.04",1
2016,1,1,1,20,5,2,2,2,1,"1,237.40","2,474.80","6,12,512.01",1
2016,1,1,1,20,5,2,2,2,2,535.668,"2,142.67","1,53,736.72",1
2016,1,1,1,21,1,1,1,1,1,"2,295.43","5,430.21","5,23,272.81",3
2016,1,1,1,21,1,1,1,1,2,"1,833.42","9,911.25","8,03,497.58",2
2016,1,1,1,21,1,1,1,2,2,"1,833.52","11,001.09","7,53,861.58",2
2016,1,1,1,21,1,1,2,1,1,"7,976.74","21,424.84","24,26,565.24",10
2016,1,1,1,21,1,1,2,1,2,"8,145.79","41,130.93","40,30,612.99",8
2016,1,1,1,21,1,1,2,2,1,"7,014.62","16,325.03","13,83,622.02",7
2016,1,1,1,21,1,1,2,2,2,"6,301.09","37,313.11","15,53,931.19",9
2016,1,1,1,21,1,1,3,1,1,"21,192.07","49,833.67","1,13,56,629.87",23
2016,1,1,1,21,1,1,3,1,2,"7,030.16","51,720.08","34,22,974.43",9
2016,1,1,1,21,1,1,3,2,1,"7,961.74","19,598.66","21,52,928.18",10
2016,1,1,1,21,1,1,3,2,2,"6,904.78","40,625.80","25,92,058.92",7
2016,1,1,1,21,1,1,4,1,1,"12,925.77","31,101.45","42,45,625.14",16
2016,1,1,1,21,1,1,4,1,2,"3,198.19","16,060.63","16,76,650.04",2
2016,1,1,1,21,1,1,4,2,1,"5,085.39","14,633.57","13,82,217.69",6
2016,1,1,1,21,1,1,4,2,2,"1,498.16","6,651.45","19,764.15",2
2016,1,1,1,21,1,1,5,1,1,"7,025.70","17,306.99","31,44,078.00",9
2016,1,1,1,21,1,1,5,1,2,"8,944.49","58,008.51","46,31,103.33",9
2016,1,1,1,21,1,1,5,2,1,"4,946.72","13,890.27","11,28,668.11",4
2016,1,1,1,21,1,1,5,2,2,"2,635.94","18,978.63","8,79,229.80",2
2016,1,1,1,21,1,1,6,1,1,"1,231.86","3,046.41","1,52,320.25",2
2016,1,1,1,21,1,1,6,1,2,"2,213.09","11,781.11","8,54,824.86",3
2016,1,1,1,21,1,1,6,2,1,"1,242.70","3,107.98","2,80,296.35",2
2016,1,1,1,21,1,1,6,2,2,"2,356.86","16,102.94","14,00,352.50",4
2016,1,1,1,21,1,1,6,2,4,"1,055.45","33,774.27",0,1
2016,1,1,1,21,1,1,7,1,0,658.805,0,"45,457.55",1
2016,1,1,1,21,1,1,7,1,1,466.195,"1,398.59","46,619.50",1
2016,1,1,1,21,1,1,7,2,2,"1,315.32","9,864.92","2,43,334.57",2
2016,1,1,1,21,1,2,2,1,1,"1,998.78","5,046.44","7,61,818.43",3
2016,1,1,1,21,1,2,2,1,2,"1,242.70","6,833.59","5,69,710.88",2
2016,1,1,1,21,1,2,2,2,1,"2,042.56","5,330.30","5,31,323.36",3
2016,1,1,1,21,1,2,2,2,2,"3,742.70","17,936.78","18,32,637.62",4
2016,1,1,1,21,1,2,3,1,1,"2,036.67","5,054.58","5,95,565.75",2
2016,1,1,1,21,1,2,3,1,2,582.685,"2,913.43","2,76,192.69",1
2016,1,1,1,21,1,2,3,2,1,535.668,"1,607.00","1,79,448.78",1
2016,1,1,1,21,1,2,3,2,2,"1,298.35","7,790.10","3,98,593.45",2
2016,1,1,1,21,1,2,4,1,1,"1,941.29","3,882.58","2,81,486.91",1
2016,1,1,1,21,1,2,5,1,1,981.228,"1,962.46","1,27,559.64",1
2016,1,1,1,21,1,2,5,1,2,"1,231.86","8,040.34","8,04,756.35",2
2016,1,1,1,21,1,2,5,1,3,"2,528.82","48,788.18","30,18,922.15",2
2016,1,1,1,21,1,2,5,2,1,"1,055.45","3,166.34","87,602.02",1
2016,1,1,1,21,1,2,5,2,2,"2,725.61","23,555.84","19,54,560.57",2
2016,1,1,1,21,1,2,6,1,2,"1,529.68","10,707.77","15,38,860.09",1
2016,1,1,1,21,1,2,6,2,1,"1,239.92","3,719.76","6,06,320.88",1
2016,1,1,1,21,1,2,7,1,1,"1,184.84","3,554.53","4,68,427.26",2
2016,1,1,1,21,1,2,7,2,1,649.175,"1,947.53","1,12,307.28",1
2016,1,1,1,21,1,2,7,2,2,535.668,"3,214.01","3,22,472.14",1
2016,1,1,1,21,2,1,2,2,1,981.228,"1,962.46","3,43,429.80",1
2016,1,1,1,21,2,1,3,1,0,"1,704.62",0,"82,299.03",2
2016,1,1,1,21,2,1,3,1,1,"16,430.56","32,759.50","54,83,110.71",20
2016,1,1,1,21,2,1,3,1,2,"3,647.85","16,106.48","34,42,833.67",4
2016,1,1,1,21,2,1,3,1,3,"1,307.98","28,136.02","27,38,385.00",2
2016,1,1,1,21,2,1,3,1,4,582.685,"25,638.14","1,16,537.00",1
2016,1,1,1,21,2,1,3,2,1,"6,706.43","13,386.93","25,35,301.64",9
2016,1,1,1,21,2,1,3,2,2,"3,643.13","15,221.69","21,29,323.71",4
2016,1,1,1,21,2,1,4,1,0,"4,393.35",0,"2,89,370.55",7
2016,1,1,1,21,2,1,4,1,1,"16,879.06","28,765.03","60,54,484.86",22
2016,1,1,1,21,2,1,4,1,2,"13,654.59","67,700.13","1,19,71,593.39",17
2016,1,1,1,21,2,1,4,1,3,"1,630.40","28,713.01","36,97,654.35",2
2016,1,1,1,21,2,1,4,2,0,"1,974.70",0,"4,18,768.61",2
2016,1,1,1,21,2,1,4,2,1,"12,786.66","18,831.05","36,91,069.74",13
2016,1,1,1,21,2,1,4,2,2,"4,283.90","26,455.61","20,93,707.47",6
2016,1,1,1,21,2,1,5,1,0,"4,414.14",0,"1,60,510.79",6
2016,1,1,1,21,2,1,5,1,1,"36,861.85","72,823.45","1,12,17,820.49",43
2016,1,1,1,21,2,1,5,1,2,"7,097.74","36,217.10","35,52,461.97",9
2016,1,1,1,21,2,1,5,1,3,658.805,"9,223.27","13,17,610.00",1
2016,1,1,1,21,2,1,5,2,0,"2,156.39",0,"17,728.84",2
2016,1,1,1,21,2,1,5,2,1,"7,816.26","14,249.43","13,09,018.38",9
2016,1,1,1,21,2,1,6,1,0,"1,514.45",0,"85,675.57",2
2016,1,1,1,21,2,1,6,1,1,"12,718.27","27,292.84","77,55,546.89",17
2016,1,1,1,21,2,1,6,1,2,"5,652.26","28,578.42","55,16,590.76",7
2016,1,1,1,21,2,1,6,2,1,616.717,"1,850.15","1,64,663.44",1
2016,1,1,1,21,2,1,7,1,1,"1,306.84","1,956.01","2,37,076.17",2
2016,1,1,1,21,2,2,4,1,2,649.175,"2,596.70","3,78,469.03",1
2016,1,1,1,21,3,1,3,2,1,981.228,"2,943.68","98,122.80",1
2016,1,1,1,21,3,2,2,2,2,622.588,"3,112.94","3,41,800.81",1
2016,1,1,1,21,4,1,1,1,1,428.534,"1,285.60","51,424.08",1
2016,1,1,1,21,4,1,1,2,2,"3,363.03","25,405.41","5,07,002.74",4
2016,1,1,1,21,4,1,2,1,1,"2,606.13","6,899.38","4,34,691.39",2
2016,1,1,1,21,4,1,2,1,2,"3,501.32","17,432.03","12,77,679.22",4
2016,1,1,1,21,4,1,2,1,3,657.661,"11,837.90",0,1
2016,1,1,1,21,4,1,2,2,1,"3,115.32","8,548.56","6,74,057.59",5
2016,1,1,1,21,4,1,2,2,2,"9,211.22","43,888.23","10,30,259.77",8
2016,1,1,1,21,4,1,2,2,3,"4,842.73","99,905.76","5,36,723.63",5
2016,1,1,1,21,4,1,2,2,4,"2,039.19","61,315.15","6,38,597.10",2
2016,1,1,1,21,4,1,3,1,1,"7,957.10","18,457.86","16,65,210.05",8
2016,1,1,1,21,4,1,3,1,2,"4,304.46","23,539.00","5,98,301.90",4
2016,1,1,1,21,4,1,3,2,1,"5,545.71","12,146.68","3,50,632.72",6
2016,1,1,1,21,4,1,3,2,2,"11,912.08","65,916.28","14,45,224.33",13
2016,1,1,1,21,4,1,3,2,3,"4,894.38","89,217.47","5,76,130.97",4
2016,1,1,1,21,4,1,4,1,1,"8,618.07","20,444.54","17,86,141.39",8
2016,1,1,1,21,4,1,4,1,2,"3,201.57","23,969.76","16,10,719.31",3
2016,1,1,1,21,4,1,4,1,3,"1,497.02","27,898.22","3,41,222.75",2
2016,1,1,1,21,4,1,4,2,1,"3,133.51","6,265.41","3,48,307.74",4
2016,1,1,1,21,4,1,4,2,2,"1,277.77","8,249.18","94,312.40",2
2016,1,1,1,21,4,1,4,2,3,"1,617.74","25,883.89","77,651.66",1
2016,1,1,1,21,4,1,5,1,1,"2,269.80","6,226.72","4,78,360.63",2
2016,1,1,1,21,4,1,5,1,2,"3,955.40","23,817.88","43,263.95",3
2016,1,1,1,21,4,1,5,2,1,"3,910.83","10,935.11","1,37,035.45",5
2016,1,1,1,21,4,1,5,2,2,582.685,"3,496.11","29,134.25",1
2016,1,1,1,21,4,1,6,1,2,"1,497.02","12,452.10","3,56,400.25",2
2016,1,1,1,21,4,1,6,2,0,582.685,0,"45,449.43",1
2016,1,1,1,21,4,1,6,2,1,"1,239.92","3,719.76","1,85,988.00",1
2016,1,1,1,21,4,1,6,2,2,"2,243.95","12,962.74","2,59,373.47",3
2016,1,1,1,21,4,1,6,2,3,620.109,"8,681.53","1,55,027.25",1
2016,1,1,1,21,4,1,7,1,2,"2,494.35","18,692.50","2,61,129.06",3
2016,1,1,1,21,4,1,7,1,3,"1,427.24","26,730.95","10,16,513.95",2
